dim,num_covariate_features,regularization,time_limit,n_train,n_test,holdout_percent,kernel_degree,kernel_noise,num_lambda,num_alpha,trial,best_lambda_SPOplus,best_alpha_SPOplus,spo_loss_SPOplus,least_square_loss_SPOplus,cal_avg_gap_SPOplus,cal_num_of_inf_or_unbd_SPOplus,best_lambda_LSE,best_alpha_LSE,spo_loss_LSE,least_square_loss_LSE,cal_avg_gap_LSE,cal_num_of_inf_or_unbd_LSE,best_lambda_SPOplus_LSE,best_alpha_SPOplus_LSE,spo_loss_SPOplusLSE,least_square_loss_SPOplusLSE,cal_avg_gap_SPOplus_LSE,cal_num_of_inf_or_unbd_SPOplus_LSE
5,5,lasso,120,100,10000,0.25,4,0.5,10,10,3,0.009999999999999978,,47.407071604792684,427149.65890812845,0.0,0,0.0015848931924611108,,347.65386332996786,5122478.299267128,30.0,0,0.009999999999999978,6.309573444801932e-06,46.40750582374358,6221609.079185989,40.0,0
5,5,lasso,120,100,10000,0.25,4,0.5,10,10,4,0.06309573444801915,,61.9413686101289,377356.4013635736,0.0,0,6.309573444801932e-06,,350.61859840080405,533581.6356503731,20.0,0,0.06309573444801915,1.0000000000000004e-06,62.567057425485224,9102654.254087035,30.0,0
5,5,lasso,120,100,10000,0.25,6,0,10,10,0,1.0000000000000004e-06,,251.70474252848462,362383803.2950663,0.0,0,0.009999999999999978,,3660.527937352916,3704532595.0149612,30.0,0,1.0000000000000004e-06,2.5118864315095704,378.5832264851092,425472349025691.44,50.0,0
5,5,lasso,120,100,10000,0.25,6,0,10,10,1,0.0015848931924611108,,311.53485018895765,510740546.2462921,0.0,0,1.0000000000000004e-06,,4011.76207586033,794475106178867.1,40.0,0,0.0015848931924611108,6.309573444801932e-06,413.9037153739568,3328592536.999983,60.0,0
5,5,lasso,120,100,10000,0.25,6,0,10,10,2,0.00025118864315095774,,221.03251699677938,904268697.769627,0.0,0,1.0000000000000004e-06,,3993.7181359278256,3.4388570023656704e+18,40.0,0,0.00025118864315095774,1.0000000000000004e-06,349.15700248787266,5858925627.430506,70.0,0
5,5,lasso,120,100,10000,0.25,6,0,10,10,3,0.009999999999999978,,182.53157427038903,167347426.31332925,0.0,0,0.009999999999999978,,5080.293786896131,1704536725.8720112,30.0,0,0.009999999999999978,6.309573444801932e-06,246.97756774854724,1609713810.5119023,50.0,0
5,5,lasso,120,100,10000,0.25,6,0,10,10,4,0.009999999999999978,,319.34877829855384,522426662.11879116,0.0,0,0.009999999999999978,,3730.653478507782,3715491826.342394,30.0,0,0.009999999999999978,6.309573444801932e-06,325.3872551111848,3580299881.74299,50.0,0
5,5,lasso,120,100,10000,0.25,6,0.5,10,10,0,0.06309573444801915,,631.6375235098458,277388625.2669188,0.0,0,0.009999999999999978,,3638.151095344825,3600506199.5604563,30.0,0,0.06309573444801915,6.309573444801932e-06,687.2743421978746,2928761718.063487,40.0,0
5,5,lasso,120,100,10000,0.25,6,0.5,10,10,1,0.06309573444801915,,587.2330274649855,207688898.5333666,0.0,0,6.309573444801932e-06,,3682.3641590155103,4.521067556754703e+17,30.0,0,0.06309573444801915,6.309573444801932e-06,681.197812171688,5715429421.533069,70.0,0
5,5,lasso,120,100,10000,0.25,6,0.5,10,10,2,0.0015848931924611108,,807.0823795980967,1053879725.2149602,0.0,0,3.98107170553497e-05,,4841.571031284402,164820236.31875294,40.0,0,0.0015848931924611108,6.309573444801932e-06,845.9680205734944,18347446979.354652,60.0,0
5,5,lasso,120,100,10000,0.25,6,0.5,10,10,3,0.009999999999999978,,687.2362475791958,822017369.1670362,0.0,0,3.98107170553497e-05,,4227.410740425483,8.368607846742632e+18,30.0,0,0.009999999999999978,3.98107170553497e-05,807.9885713072255,7343618513.819355,50.0,0
5,5,lasso,120,100,10000,0.25,6,0.5,10,10,4,0.009999999999999978,,663.7830946116818,256801446.07498273,0.0,0,0.009999999999999978,,5694.9421039950985,3955693957.899247,20.0,0,0.009999999999999978,1.0000000000000004e-06,587.691512654635,4065425496.40168,50.0,0
5,5,lasso,120,100,10000,0.25,8,0,10,10,0,0.06309573444801915,,7119.811857639061,446074146398.53564,0.0,0,0.009999999999999978,,130745.52908278868,81776705935.19371,20.0,0,0.06309573444801915,1.0000000000000004e-06,18134.133335090923,9990682671902.67,70.0,0
5,5,lasso,120,100,10000,0.25,8,0,10,10,1,1.0000000000000004e-06,,9570.622942702597,3364572315124.5776,0.0,0,1.0000000000000004e-06,,81321.68950020903,5.996065282990467e+20,20.0,0,1.0000000000000004e-06,3.98107170553497e-05,10388.127485268209,7425470432578526.0,80.0,0
5,5,lasso,120,100,10000,0.25,8,0,10,10,2,0.0015848931924611108,,7655.152253158669,1527769061233.9275,0.0,0,0.3981071705534959,,72902.18787692633,3482287017929.105,20.0,0,0.0015848931924611108,1.0000000000000004e-06,11635.94201578497,4500714803252.135,70.0,0
5,5,lasso,120,100,10000,0.25,8,0,10,10,3,0.009999999999999978,,6488.700712259598,1577491872261.547,0.0,0,0.009999999999999978,,92199.5738230951,1.1207832554401851e+19,20.0,0,0.009999999999999978,1.0000000000000004e-06,8760.536688053984,10180841949628.89,80.0,0
5,5,lasso,120,100,10000,0.25,8,0,10,10,4,0.009999999999999978,,4878.427787655676,445649250538.7358,0.0,0,0.3981071705534959,,69676.63658695083,1606898464871.4316,20.0,0,0.009999999999999978,1.0000000000000004e-06,5631.650172859317,2534535870102.424,70.0,0
5,5,lasso,120,100,10000,0.25,8,0.5,10,10,0,0.0015848931924611108,,9054.927833230111,755974362113.7192,0.0,0,0.3981071705534959,,74126.34454998246,6762796450667.601,20.0,0,0.0015848931924611108,1.0000000000000004e-06,8795.242580600825,8746920699782.0,70.0,0
5,5,lasso,120,100,10000,0.25,8,0.5,10,10,1,0.06309573444801915,,8017.9111696663485,175474325331.87683,0.0,0,0.3981071705534959,,58085.64709043807,2267518047194.661,20.0,0,0.06309573444801915,6.309573444801932e-06,13850.952162064485,2299174034323.4727,80.0,0
5,5,lasso,120,100,10000,0.25,8,0.5,10,10,2,0.009999999999999978,,12101.0447263364,695049918678.2034,0.0,0,2.5118864315095704,,69226.24174173751,8793405208308.5205,20.0,0,0.009999999999999978,1.0000000000000004e-06,14291.239865536743,14969866732399.732,70.0,0
5,5,lasso,120,100,10000,0.25,8,0.5,10,10,3,6.309573444801932e-06,,9898.051402131876,3152606862564.2627,0.0,0,0.009999999999999978,,88951.39606273867,107636537260.56985,20.0,0,6.309573444801932e-06,1.0000000000000004e-06,13222.919700581633,3504484512111.4097,80.0,0
5,5,lasso,120,100,10000,0.25,8,0.5,10,10,4,0.0015848931924611108,,9370.966543832234,1414772541855.0242,0.0,0,0.3981071705534959,,55984.235933410644,10116264950726.19,10.0,0,0.0015848931924611108,1.0000000000000004e-06,9776.715967234379,18185716692584.97,70.0,0
