dim,num_covariate_features,regularization,time_limit,n_train,n_test,holdout_percent,kernel_degree,kernel_noise,num_lambda,num_alpha,trial,best_lambda_SPOplus,best_alpha_SPOplus,spo_loss_SPOplus,least_square_loss_SPOplus,cal_avg_gap_SPOplus,cal_num_of_inf_or_unbd_SPOplus,best_lambda_LSE,best_alpha_LSE,spo_loss_LSE,least_square_loss_LSE,cal_avg_gap_LSE,cal_num_of_inf_or_unbd_LSE,best_lambda_SPOplus_LSE,best_alpha_SPOplus_LSE,spo_loss_SPOplusLSE,least_square_loss_SPOplusLSE,cal_avg_gap_SPOplus_LSE,cal_num_of_inf_or_unbd_SPOplus_LSE,z_star_sum_test
5,5,lasso,60,100,10000,0.25,6,0.5,10,10,0,0.06309573444801915,,1120.4762020043681,294932322.16253203,0.0,0,1.0000000000000004e-06,,1215.289253843745,74135579.26251267,0.0,0,0.06309573444801915,1.0000000000000004e-06,1098.143979732826,125332530.22419232,0.0,0,74685580.14387524
5,5,lasso,60,100,10000,0.25,6,0.5,10,10,1,0.009999999999999978,,648.3753829870751,351644935.51574135,0.0,0,1.0000000000000004e-06,,859.0613896867426,73763802.0215443,0.0,0,0.009999999999999978,0.0,648.3753829870751,351644935.51574135,0.0,0,52603957.610637054
5,5,lasso,60,100,10000,0.25,6,0.5,10,10,2,0.0015848931924611108,,811.8460251066632,587204296.852715,0.0,0,1.0000000000000004e-06,,625.1319747096462,56077637.85563426,0.0,0,0.0015848931924611108,0.0015848931924611108,570.6085020111395,56179310.12282724,0.0,0,56668224.5865318
5,5,lasso,60,100,10000,0.25,6,0.5,10,10,3,1.0000000000000004e-06,,712.9510157381486,965888179.6600192,0.0,0,1.0000000000000004e-06,,731.4098790709928,71531438.49834436,0.0,0,1.0000000000000004e-06,0.0,712.9510157381486,965888179.6600192,0.0,0,53229601.38093936
5,5,lasso,60,100,10000,0.25,6,0.5,10,10,4,0.0,,1001.365379222155,865037613.8075376,0.0,0,1.0000000000000004e-06,,1039.7678463959928,80773208.43131906,0.0,0,0.0,0.00025118864315095774,707.8293432613814,79941951.54872417,0.0,0,64630849.04596765
5,5,lasso,60,100,10000,0.25,8,0,10,10,0,0.06309573444801915,,9952.977062117685,222017071661.60355,0.0,0,1.0000000000000004e-06,,14588.42371012663,67536529779.44073,0.0,0,0.06309573444801915,1.0000000000000004e-06,9194.426575572641,83233175553.70006,0.0,0,763701328.5468576
5,5,lasso,60,100,10000,0.25,8,0,10,10,1,0.0015848931924611108,,10211.522375173223,1901200161782.9697,0.0,0,1.0000000000000004e-06,,23302.970804087694,55882413409.83047,0.0,0,0.0015848931924611108,0.0,10211.522375173223,1901200161782.9697,0.0,0,785918696.3733757
5,5,lasso,60,100,10000,0.25,8,0,10,10,2,0.0015848931924611108,,4090.463526724455,1152682914894.7368,0.0,0,1.0000000000000004e-06,,11263.410072118693,71147619042.84189,0.0,0,0.0015848931924611108,0.0,4090.463526724455,1152682914894.7368,0.0,0,643683979.3031834
5,5,lasso,60,100,10000,0.25,8,0,10,10,3,0.06309573444801915,,9230.874968217913,98947531229.52428,0.0,0,1.0000000000000004e-06,,19417.106471941657,57032336184.464775,0.0,0,0.06309573444801915,0.0,9230.874968217913,98947531229.52428,0.0,0,812365958.3644972
5,5,lasso,60,100,10000,0.25,8,0,10,10,4,0.0,,8108.387099037607,2161639652639.4082,0.0,0,1.0000000000000004e-06,,14700.409741384581,44108485635.43435,0.0,0,0.0,0.0,8108.387099037607,2161639652639.4082,0.0,0,588529507.2592407
5,5,lasso,60,100,10000,0.25,8,0.5,10,10,0,0.0,,14779.409901527571,14244351465440.584,0.0,0,1.0000000000000004e-06,,30422.631331829703,54496087070.218575,0.0,0,0.0,0.0,14779.409901527571,14244351465440.584,0.0,0,719284264.2071275
5,5,lasso,60,100,10000,0.25,8,0.5,10,10,1,0.0015848931924611108,,8364.39240157248,443812318840.77985,0.0,0,1.0000000000000004e-06,,20911.819761455823,50666652182.01766,0.0,0,0.0015848931924611108,6.309573444801932e-06,8375.055183027624,51228296351.34044,0.0,0,666013544.4907717
5,5,lasso,60,100,10000,0.25,8,0.5,10,10,2,0.06309573444801915,,12869.378597662106,99700440230.92145,0.0,0,1.0000000000000004e-06,,17841.374762610347,69725382420.48346,0.0,0,0.06309573444801915,1.0000000000000004e-06,12381.160204227672,86587853420.96204,0.0,0,721408747.9083087
5,5,lasso,60,100,10000,0.25,8,0.5,10,10,3,0.009999999999999978,,12678.720512984699,792255356832.1604,0.0,0,1.0000000000000004e-06,,20645.207260048213,77301133570.57442,0.0,0,0.009999999999999978,6.309573444801932e-06,13171.150474962911,78445133623.25453,0.0,0,973009530.5843302
5,5,lasso,60,100,10000,0.25,8,0.5,10,10,4,6.309573444801932e-06,,20024.76187153174,180959201789889.72,0.0,0,1.0000000000000004e-06,,31407.22081140036,60182026553.92663,0.0,0,6.309573444801932e-06,0.0,20024.76187153174,180959201789889.72,0.0,0,675344059.0238796
